Idade,Vínculo,Sexo,Ano_ingresso,Curso_grad,Programa_pós,Nível,Departamento,Setor,Origem_vist,Frequencia,Campus_agradavel,Impacto,Participação,Particip_fora,Interesse,Conhecimento,Compromisso,Transformador,Segurança,Alt_seg_noite,Distância,Modal_atecampus,S_Ilum,S_ag,S_equ,S_vias,S_cal,S_acess,S_sinal,S_ciclovias,Aplicativo,C_Acol,C_pert,C_Sau,C_atendaluno,C_PAPFE,C_moradia,C_cre,C_gen,C_etn,C_aces,C_Rucas,C_alim,C_conv,C_esp,C_estudo,C_int,C_infacd,C_orgtrans,C_qveic,C_visit,C_funcio,C_santi,C_mobl,C_aPSaude,Interesse_ativ
De 26 a 35 anos,Estudante de Graduação,Masculino,2020.0,Ciências Biológicas,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu trabalho",Extremamente,Extremamente,Extremamente,Extremamente,Muito seguro(a),"Não, continuo me sentindo seguro(a)",2.0,A pé,Ruim,Ótimo,Ótimo,Ótimo,Regular,Ruim,Ótimo,Bom,"Conheço, mas nunca utilizei",Bom,Ótimo,Ruim,Ruim,Regular,Bom,Ótimo,Ruim,Ruim,Ruim,Ótimo,Regular,Regular,Ótimo,Ótimo,Regular,Ótimo,Ótimo,Ruim,Ótimo,0,Péssimo,Regular,Ótimo,Bastante
De 18 a 25 anos,Estudante de Graduação,Feminino,2020.0,Gestão Ambiental,0,0,0,0,0,De uma à três vezes na semana,Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Moderadamente,Muito,Moderadamente,Indiferente,"Não, continuo me sentindo seguro(a)",10.0,Ônibus,Ruim,Ruim,Ruim,Bom,Bom,Ruim,Regular,Ruim,"Conheço, mas nunca utilizei",Péssimo,Péssimo,Péssimo,Regular,Ruim,Não sei opinar,Não sei opinar,Ruim,Ruim,Ruim,Regular,Regular,Bom,Não sei opinar,Bom,Regular,Regular,Regular,Bom,Bom,0,Regular,Regular,Não sei opinar,Pouco
De 36 a 45 anos,Estudante de Graduação,Feminino,2022.0,Ciências Biológicas,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Extremamente,Muito,Extremamente,Extremamente,Seguro(a),"Não, continuo me sentindo seguro(a)",50.0,Ônibus,Ótimo,Ótimo,Bom,Bom,Bom,Bom,Bom,Bom,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Regular,Regular,Ótimo,Bom,Bom,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ruim,Ótimo,Ótimo,Ótimo,Ótimo,Regular,Regular,Ótimo,0,Péssimo,Regular,Péssimo,Bastante
De 18 a 25 anos,Estudante de Graduação,Outro,2020.0,Engenharia Florestal,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Não,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Extremamente,Extremamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Bicicleta,Ruim,Bom,Regular,Regular,Regular,Ruim,Regular,Ruim,"Conheço, mas nunca utilizei",Ruim,Ruim,Péssimo,Regular,Regular,Regular,Regular,Péssimo,Péssimo,Péssimo,Ruim,Péssimo,Péssimo,Ótimo,Bom,Bom,Bom,Regular,Ruim,Ruim,0,Ruim,Regular,Regular,Bastante
De 18 a 25 anos,Estudante de Graduação,Feminino,2020.0,Gestão Ambiental,0,0,0,0,0,De uma à três vezes na semana,Sim,Não,Conheço e já participei,"Sim, na minha escola",Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,A pé,Regular,Regular,Regular,Regular,Bom,Regular,Bom,Bom,"Conheço, mas nunca utilizei",Regular,Regular,Não sei opinar,Bom,Regular,Ruim,Não sei opinar,Regular,Regular,Regular,Regular,Ruim,Regular,Não sei opinar,Bom,Ruim,Bom,Bom,Regular,Bom,0,Péssimo,Regular,Regular,Bastante
De 26 a 35 anos,Estudante de Graduação,Feminino,2023.0,Engenharia Florestal,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Muito,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",3.0,Bicicleta,Regular,Regular,Regular,Bom,Ótimo,Não sei opinar,Bom,Regular,"Conheço, mas nunca utilizei",Bom,Bom,Ruim,Bom,Ótimo,Não sei opinar,Não sei opinar,Bom,Bom,Não sei opinar,Bom,Bom,Ótimo,Bom,Ótimo,Ótimo,Ótimo,Regular,Regular,Bom,0,Regular,Ótimo,Ótimo,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2022.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,A pé,Bom,Regular,Regular,Bom,Ruim,Regular,Regular,Ruim,Conheço,Bom,Bom,Não sei opinar,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Não sei opinar,Regular,Regular,Não sei opinar,Regular,Bom,Regular,Bom,Não sei opinar,Não sei opinar,0,Regular,Regular,Regular,Pouco
De 18 a 25 anos,Estudante de Graduação,Feminino,2021.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",10.0,Moto,Ruim,Regular,Bom,Bom,Bom,Regular,Regular,Ruim,"Conheço, mas nunca utilizei",,,,,0,0,,,,,0,,,,0,,,,,,0,,,,
De 18 a 25 anos,Estudante de Graduação,Feminino,2021.0,Ciência dos Alimentos,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Moderadamente,Moderadamente,Moderadamente,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,A pé,Ruim,Ruim,Regular,Regular,Regular,Regular,Regular,Regular,Não conheço,Regular,Bom,Regular,Regular,Bom,Bom,Não sei opinar,Regular,Regular,Regular,Bom,Regular,Bom,Bom,Bom,Regular,Bom,Bom,Regular,Não sei opinar,0,Bom,Bom,Bom,Pouco
De 18 a 25 anos,Estudante de Graduação,Masculino,2021.0,Engenharia Florestal,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Muito,Muito,Moderadamente,Extremamente,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,A pé,Regular,Ótimo,Ótimo,Bom,Bom,Ruim,Ruim,Ruim,"Conheço, mas nunca utilizei",Regular,Ótimo,Regular,Bom,Bom,Regular,Não sei opinar,Ótimo,Regular,Regular,Bom,Ruim,Regular,Bom,Bom,Regular,Bom,Bom,Bom,Bom,0,Regular,Bom,Regular,Bastante
De 18 a 25 anos,Estudante de Graduação,Feminino,2020.0,Ciência dos Alimentos,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei","Sim, na minha escola",Extremamente,Muito,Extremamente,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Ônibus,Regular,Bom,Regular,Regular,Ruim,Ruim,Regular,Ruim,"Conheço, mas nunca utilizei",Bom,Regular,Ruim,Regular,Bom,Bom,Bom,Regular,Ruim,Regular,Bom,Regular,Bom,Ruim,Regular,Regular,Regular,Bom,Regular,Bom,0,Péssimo,Regular,Bom,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2020.0,Ciência dos Alimentos,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, na minha escola",Extremamente,Extremamente,Muito,Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",1.0,A pé,Bom,Bom,Bom,Ruim,Péssimo,Ruim,Bom,Regular,"Conheço, mas nunca utilizei",,Ótimo,Ótimo,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Bom,Regular,Ruim,Bom,Ruim,Bom,Regular,Bom,Bom,Bom,Bom,0,Bom,Ruim,Não sei opinar,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2024.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Extremamente,Extremamente,Extremamente,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",0.0,A pé,Regular,Ótimo,Ótimo,Ótimo,Ruim,Não sei opinar,Ruim,Bom,Conheço,Bom,Bom,Regular,Ótimo,Bom,Bom,Não sei opinar,Regular,Regular,Bom,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Bom,Bom,Bom,0,Regular,Bom,Ótimo,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2024.0,Engenharia Florestal,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, na minha escola",Moderadamente,Moderadamente,Moderadamente,Pouco,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Regular,Não sei opinar,Não sei opinar,Regular,Bom,Não sei opinar,Não sei opinar,Bom,"Conheço, mas nunca utilizei",Bom,Regular,Bom,Não sei opinar,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Bom,Bom,Não sei opinar,Ruim,Ótimo,Regular,Bom,Não sei opinar,Não sei opinar,Não sei opinar,0,Não sei opinar,Bom,Bom,Bastante
De 18 a 25 anos,Estudante de Graduação,Feminino,2023.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,"Sim, na minha escola",Extremamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",6.0,A pé,Ruim,Ruim,Ruim,Bom,Bom,Bom,Regular,Bom,Conheço,Ótimo,Ótimo,Ótimo,Bom,Regular,Bom,Bom,Bom,Bom,Regular,Ruim,Ruim,Regular,Bom,Ótimo,Ruim,Bom,Ruim,Ruim,Bom,0,Bom,Bom,Bom,Pouco
De 18 a 25 anos,Estudante de Graduação,Feminino,2023.0,Engenharia Florestal,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,"Sim, na minha escola",Extremamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Regular,Regular,Regular,Regular,Ruim,Bom,Regular,Regular,"Conheço, mas nunca utilizei",Bom,Ótimo,Ruim,Regular,Regular,Regular,Não sei opinar,Péssimo,Péssimo,Regular,Ótimo,Ruim,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Bom,0,Ruim,Ótimo,Não sei opinar,Não sei responder
De 18 a 25 anos,Estudante de Graduação,Feminino,2024.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Bom,Bom,Bom,Bom,Bom,Regular,Ótimo,Bom,"Conheço, mas nunca utilizei",Bom,Ótimo,Não sei opinar,Não sei opinar,Ótimo,Regular,Não sei opinar,Regular,Regular,Regular,Regular,Bom,Ótimo,Ótimo,Bom,Bom,Ótimo,Bom,Bom,Ótimo,0,Bom,Ótimo,Regular,
De 18 a 25 anos,Estudante de Graduação,Feminino,2021.0,Administração,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Sim,Conheço e já participei,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Ônibus,Péssimo,Ruim,Ruim,Bom,Regular,Regular,Ruim,Ótimo,Conheço,Regular,Ruim,Bom,Regular,Bom,Bom,Ótimo,Bom,Bom,Bom,Ótimo,Bom,Bom,Ótimo,Ótimo,Ótimo,Ótimo,Bom,Bom,Não sei opinar,0,Bom,Bom,Bom,Bastante
De 26 a 35 anos,Estudante de Graduação,Masculino,2014.0,Engenharia Agronômica,0,0,0,0,0,Aos finais de semana,Sim,Não,Não conheço,Não,Muito Pouco,Moderadamente,Muito Pouco,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Regular,Regular,Regular,Ruim,Ruim,Péssimo,Regular,Ruim,Sou visitante e não utilizo os aplicativos da Instituição,,,,,0,0,,,,,0,,,,0,,,,,,0,,,,
De 18 a 25 anos,Estudante de Graduação,Masculino,2021.0,Ciências Biológicas,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Em partes,Conheço e já participei,Não,Moderadamente,Muito,Moderadamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Carro,Bom,Ótimo,Regular,Ótimo,Ótimo,Ruim,Regular,Bom,Conheço,Bom,Regular,Ruim,Regular,Bom,Bom,Ótimo,Bom,Regular,Regular,Ótimo,Regular,Não sei opinar,Regular,Ótimo,Ótimo,Bom,Ótimo,Bom,Bom,0,Ruim,Bom,Bom,Pouco
De 18 a 25 anos,Estudante de Graduação,Masculino,2020.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Muito seguro(a),"Não, continuo me sentindo seguro(a)",2.0,Moto,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Bom,Ótimo,Ótimo,Não conheço,Ótimo,Ótimo,Não sei opinar,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Ótimo,Regular,Péssimo,Ruim,Bom,Ótimo,Regular,Bom,Ótimo,Ótimo,Bom,0,Regular,Regular,Péssimo,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2024.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito,Muito,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",5.0,Ônibus,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Conheço,Bom,Ótimo,Bom,Bom,Bom,Bom,Bom,Não sei opinar,Bom,Bom,Bom,Bom,Bom,Regular,Ótimo,Bom,Bom,Bom,Bom,Bom,0,Bom,Bom,Bom,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2021.0,Engenharia Florestal,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, na minha escola",Extremamente,Extremamente,Muito,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,Bicicleta,Regular,Bom,Regular,Regular,Ruim,Bom,Bom,Ruim,Não conheço,Regular,Ótimo,Regular,Bom,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Regular,Ruim,Ruim,Bom,Bom,Ótimo,Bom,Regular,Ruim,Ótimo,0,Ótimo,Regular,Não sei opinar,Pouco
De 26 a 35 anos,Estudante de Graduação,Feminino,2023.0,Administração,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Extremamente,Muito,Muito,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,A pé,Bom,Ótimo,Ótimo,Ótimo,Bom,Regular,Bom,Ruim,Conheço,Regular,Regular,Ruim,Regular,Ruim,Regular,Regular,Péssimo,Péssimo,Regular,Regular,Ruim,Ruim,Bom,Regular,Bom,Bom,Bom,Péssimo,Regular,0,Regular,Regular,Bom,
De 26 a 35 anos,Estudante de Graduação,Masculino,2022.0,Ciência dos Alimentos,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Ruim,Ruim,Ruim,Regular,Bom,Não sei opinar,Ruim,Bom,"Conheço, mas nunca utilizei",Ruim,Péssimo,Não sei opinar,Péssimo,Péssimo,Não sei opinar,Não sei opinar,Ruim,Ruim,Não sei opinar,Bom,Não sei opinar,Ruim,Não sei opinar,Bom,Bom,Bom,Não sei opinar,Não sei opinar,Ruim,0,Ruim,Bom,Bom,Pouco
De 26 a 35 anos,Estudante de Graduação,Masculino,2023.0,Administração,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Muito Pouco,Pouco,Muito Pouco,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Ruim,Regular,Não sei opinar,Ruim,Ruim,Péssimo,Regular,Regular,"Conheço, mas nunca utilizei",Não sei opinar,Ruim,Péssimo,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Ruim,Péssimo,Ruim,Bom,Bom,Não sei opinar,Ótimo,Regular,Ruim,Bom,Bom,Não sei opinar,0,Regular,Regular,Ótimo,Bastante
