Idade,Vínculo,Sexo,Ano_ingresso,Curso_grad,Programa_pós,Nível,Departamento,Setor,Origem_vist,Frequencia,Campus_agradavel,Impacto,Participação,Particip_fora,Interesse,Conhecimento,Compromisso,Transformador,Segurança,Alt_seg_noite,Distância,Modal_atecampus,S_Ilum,S_ag,S_equ,S_vias,S_cal,S_acess,S_sinal,S_ciclovias,Aplicativo,C_Acol,C_pert,C_Sau,C_atendaluno,C_PAPFE,C_moradia,C_cre,C_gen,C_etn,C_aces,C_Rucas,C_alim,C_conv,C_esp,C_estudo,C_int,C_infacd,C_orgtrans,C_qveic,C_visit,C_funcio,C_santi,C_mobl,C_aPSaude,Interesse_ativ
De 56 a 65 anos,Docente/Pesquisador,Feminino,1986.0,0,0,0, LCB,0,0,Diariamente (de segunda a domingo),Sim,Em partes,Conheço e já participei,Não,Muito,Moderadamente,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Carro,Ruim,Bom,Ruim,Ruim,Ruim,Ruim,Péssimo,0,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Regular,,0,0,Não sei opinar,Regular,Regular,Ruim,0,Ruim,Regular,Ótimo,0,Bom,Ótimo,Ruim,Péssimo,Regular,Regular,Péssimo,Regular,Regular,Pouco
De 56 a 65 anos,Docente/Pesquisador,Masculino,1997.0,0,0,0, LSO,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito,Moderadamente,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",5.0,Carro,Bom,Não sei opinar,Não sei opinar,Bom,Não sei opinar,Não sei opinar,Regular,0,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Regular,0,Não sei opinar,Não sei opinar,Não sei opinar,0,Bom,Bom,Bom,Regular,Não sei opinar,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Pouco
De 36 a 45 anos,Docente/Pesquisador,Feminino,2011.0,0,0,0, LES,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Muito,Muito,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",20.0,Carro,Regular,Péssimo,Péssimo,Ruim,Ruim,Ruim,Ruim,0,Conheço,Regular,Bom,Ruim,,0,0,Ruim,Ruim,Ruim,Péssimo,0,Ruim,Ruim,Ruim,0,,Ruim,Regular,Ruim,Ruim,Regular,Péssimo,Péssimo,Ruim,Pouco
De 36 a 45 anos,Docente/Pesquisador,Masculino,2020.0,0,0,0, LEA,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",10.0,Carro,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,0,Não conheço,Regular,Regular,Ruim,,0,0,Não sei opinar,Regular,Regular,Ruim,0,Péssimo,Regular,Regular,0,Bom,Bom,Bom,Bom,Ruim,Regular,Ruim,Ruim,Regular,Pouco
De 56 a 65 anos,Docente/Pesquisador,Feminino,2009.0,0,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Moderadamente,Muito,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",7.0,Carro,Ruim,Péssimo,Péssimo,Ótimo,Ótimo,Ruim,Bom,0,Não conheço,Regular,Ruim,Ruim,,0,0,,Ruim,Ruim,,0,Ruim,Ruim,,0,Bom,,Regular,Regular,Regular,Bom,Ruim,Péssimo,Péssimo,Pouco
De 46 a 55 anos,Docente/Pesquisador,Feminino,2009.0,0,0,0,ESALQ,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",15.0,Carro,Péssimo,Ruim,Ruim,Ruim,Péssimo,Ruim,Ruim,0,Conheço,Regular,Ótimo,Regular,,0,0,Regular,Regular,Regular,Ruim,0,Regular,Ruim,Bom,0,Bom,Bom,Ruim,Regular,Péssimo,Bom,Ruim,Regular,Regular,Bastante
De 26 a 35 anos,Docente/Pesquisador,Masculino,2023.0,0,0,0, LES,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, no meu bairro/comunidade",Muito,Pouco,Extremamente,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,Carro,Regular,Regular,Bom,Ótimo,Bom,Péssimo,Ruim,0,"Conheço, mas nunca utilizei",Péssimo,Péssimo,Péssimo,,0,0,Ótimo,Péssimo,Péssimo,Péssimo,0,Péssimo,Péssimo,Ruim,0,Bom,Ruim,Regular,Regular,Ruim,Ruim,Ruim,Regular,Bom,Bastante
De 36 a 45 anos,Docente/Pesquisador,Masculino,2022.0,0,0,0, LCE,0,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei",Não,Muito,Extremamente,Muito,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,A pé,Péssimo,Regular,Ruim,Ruim,Ruim,Péssimo,Ruim,0,Não conheço,Regular,Ruim,Não sei opinar,,0,0,Não sei opinar,Ruim,Ruim,Ruim,0,Ruim,Ruim,Bom,0,Bom,Ótimo,Regular,Péssimo,Regular,Regular,Péssimo,Ruim,Bom,Bastante
De 56 a 65 anos,Docente/Pesquisador,Masculino,2010.0,0,0,0, LEB,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Sim,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",4.0,,Regular,Regular,Regular,Bom,Regular,Ruim,Bom,0,Conheço,Regular,Bom,Regular,,0,0,Regular,Não sei opinar,Não sei opinar,Regular,0,Ruim,Regular,Bom,0,Bom,Bom,Bom,Ruim,Regular,Regular,Ruim,Regular,Regular,Pouco
De 46 a 55 anos,Docente/Pesquisador,Feminino,2010.0,0,0,0, LEB,0,0,Diariamente (de segunda a domingo),Sim,Em partes,Conheço e já participei,"Sim, em outros lugares",Moderadamente,Moderadamente,Muito,Muito,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",10.0,Carro,Regular,Regular,Regular,Bom,Bom,Ruim,Regular,0,Conheço,Ótimo,Ótimo,Regular,,0,0,Não sei opinar,Regular,Regular,Bom,0,Ruim,Ruim,Regular,0,Bom,Bom,Bom,Bom,Bom,Bom,Ruim,Ruim,Bom,Bastante
De 26 a 35 anos,Docente/Pesquisador,Feminino,2015.0,0,0,0, LFN,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Ruim,Ruim,Ruim,Regular,Regular,Péssimo,Bom,0,"Conheço, mas nunca utilizei",Bom,Bom,Péssimo,,0,0,Não sei opinar,Bom,Bom,Ruim,0,Péssimo,Regular,Não sei opinar,0,Ruim,Ótimo,Ruim,Bom,Regular,Bom,Bom,Não sei opinar,Bom,Nenhum
De 36 a 45 anos,Docente/Pesquisador,Feminino,2024.0,0,0,0, LEA,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Sim,"Conheço, mas não participei","Sim, na instituição religiosa",Muito,Muito,Moderadamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Carro,Ruim,Péssimo,Não sei opinar,Regular,Ruim,Não sei opinar,Regular,0,"Conheço, mas nunca utilizei",Bom,Bom,Não sei opinar,,0,0,Não sei opinar,Ruim,Ruim,Regular,0,Ruim,Ruim,Não sei opinar,0,Ótimo,Ótimo,Regular,Ruim,Não sei opinar,Regular,Ruim,Ótimo,Bom,Pouco
De 56 a 65 anos,Docente/Pesquisador,Masculino,2003.0,0,0,0, LGN,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,Não,Muito,Moderadamente,Muito,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Carro,Ruim,Ruim,Ruim,Ruim,Ruim,Péssimo,Bom,0,Conheço,Ruim,Regular,Regular,,0,0,Regular,Regular,Regular,Ruim,0,Bom,Regular,Bom,0,Ótimo,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Bastante
De 56 a 65 anos,Docente/Pesquisador,Masculino,1996.0,0,0,0, LPV,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",,Muito,Moderadamente,Moderadamente,Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Péssimo,Bom,Ruim,Ruim,Ruim,Ruim,Regular,0,"Conheço, mas nunca utilizei",Ruim,Ótimo,Regular,,0,0,Não sei opinar,Regular,Regular,Regular,0,Ruim,Ruim,Não sei opinar,0,Bom,Não sei opinar,Bom,Ruim,Regular,Bom,,,Não sei opinar,Pouco
De 56 a 65 anos,Docente/Pesquisador,Masculino,1994.0,0,0,0, LFN,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Muito,Moderadamente,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",3.0,Carro,Regular,Bom,Regular,Bom,Bom,Bom,Bom,0,"Conheço, mas nunca utilizei",Regular,Regular,Bom,,0,0,Não sei opinar,Bom,Bom,Bom,0,Bom,Regular,Bom,0,Ótimo,Ótimo,Bom,Bom,Não sei opinar,Não sei opinar,Ruim,Ótimo,Regular,Pouco
De 56 a 65 anos,Docente/Pesquisador,Masculino,2004.0,0,0,0, LEA,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",12.0,Carro,Bom,Regular,Regular,Bom,Regular,Regular,Bom,0,"Conheço, mas nunca utilizei",Bom,Regular,Regular,,0,0,Bom,Regular,Bom,Regular,0,Ruim,Ruim,Ruim,0,Bom,Regular,Bom,Bom,Bom,Bom,Ruim,Regular,Bom,Pouco
De 46 a 55 anos,Docente/Pesquisador,Masculino,2014.0,0,0,0, LCB,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",20.0,Carro,Regular,Regular,Regular,Péssimo,Ruim,Péssimo,Bom,0,"Conheço, mas nunca utilizei",Regular,Regular,Regular,,0,0,Regular,Bom,Bom,Ruim,0,Ruim,Ruim,Ótimo,0,Regular,Ótimo,Ótimo,Regular,Regular,Regular,Ruim,Ruim,Ótimo,Pouco
De 46 a 55 anos,Docente/Pesquisador,Masculino,2012.0,0,0,0, LSO,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Pouco,Muito,Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",7.0,Carro,Bom,Regular,Regular,Bom,Bom,Regular,Regular,0,Conheço,,,,,0,0,,,,,0,,,,0,,,,,,0,,,,
De 56 a 65 anos,Docente/Pesquisador,Feminino,1985.0,0,0,0, LCB,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,"Conheço, mas não participei",Não,Muito,Moderadamente,Muito,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",12.0,Carro,Péssimo,Péssimo,Péssimo,Regular,Ruim,Ruim,Ruim,0,"Conheço, mas nunca utilizei",Regular,Ótimo,,,0,0,Bom,Não sei opinar,Não sei opinar,Regular,0,Ruim,Ruim,Não sei opinar,0,Regular,Bom,Regular,Regular,Bom,Não sei opinar,Péssimo,Bom,Ruim,Não sei responder
De 36 a 45 anos,Docente/Pesquisador,Masculino,2020.0,0,0,0, DVTEC,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Carro,Ruim,Regular,Não sei opinar,Regular,Bom,Não sei opinar,Péssimo,0,"Conheço, mas nunca utilizei",Ruim,Ruim,Ruim,,0,0,Não sei opinar,Regular,Ótimo,Bom,0,Ruim,Ruim,Ótimo,0,Ótimo,Bom,Ruim,Regular,Ruim,Regular,Ruim,Ruim,Não sei opinar,Bastante
De 56 a 65 anos,Docente/Pesquisador,Masculino,2009.0,0,0,0, LCB,0,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei",Não,Extremamente,Extremamente,Extremamente,Pouco,Muito seguro(a),"Não, continuo me sentindo seguro(a)",7.0,Carro,Ótimo,Ruim,Não sei opinar,Ruim,Péssimo,Péssimo,Péssimo,0,Conheço,Não sei opinar,Bom,Péssimo,,0,0,Não sei opinar,Regular,Regular,Péssimo,0,Não sei opinar,Não sei opinar,Regular,0,Bom,Bom,Péssimo,Ruim,Bom,Bom,Péssimo,Regular,Não sei opinar,Pouco
De 56 a 65 anos,Docente/Pesquisador,Masculino,1998.0,0,0,0, LCF,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Ruim,Péssimo,Péssimo,Regular,Regular,Péssimo,Regular,0,Conheço,Não sei opinar,Regular,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Péssimo,0,Péssimo,Péssimo,Regular,0,Ruim,Regular,Bom,Regular,Ruim,Regular,Ruim,Ruim,Ruim,Pouco
De 46 a 55 anos,Docente/Pesquisador,Masculino,2007.0,0,0,0, LSO,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Extremamente,Muito,Muito,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Carro,Bom,Bom,Regular,Bom,Bom,Bom,Bom,0,"Conheço, mas nunca utilizei",Bom,Ótimo,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Bom,0,Bom,Bom,Bom,0,Ótimo,Ótimo,Ótimo,Regular,Regular,Bom,Ruim,Ruim,Ruim,Pouco
De 46 a 55 anos,Docente/Pesquisador,Feminino,2010.0,0,0,0, LCF,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,"Sim, em outros lugares",Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Carro,Ruim,Péssimo,Ruim,Regular,Ruim,Ruim,Regular,0,"Conheço, mas nunca utilizei",Bom,Ótimo,Bom,,0,0,Não sei opinar,Regular,Regular,Regular,0,Regular,Regular,Não sei opinar,0,Bom,Ótimo,Bom,Regular,Bom,Não sei opinar,Ruim,Bom,Bom,Pouco
De 36 a 45 anos,Docente/Pesquisador,Feminino,2014.0,0,0,0, LGN,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,,Não,Muito,Moderadamente,Moderadamente,Moderadamente,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",10.0,Carro,Regular,Regular,Regular,Regular,Bom,Bom,Bom,0,Não conheço,Ruim,Ruim,Ruim,,0,0,Bom,Bom,Bom,Bom,0,Ótimo,Regular,Bom,0,Ótimo,Ótimo,Bom,Regular,Bom,Ótimo,Ruim,Ótimo,Regular,Pouco
De 56 a 65 anos,Docente/Pesquisador,Feminino,1987.0,0,0,0,ESALQ,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Não, continuo me sentindo seguro(a)",6.0,Carro,Ótimo,Ótimo,Bom,Regular,Péssimo,Ruim,Bom,0,"Conheço, mas nunca utilizei",Ótimo,Regular,Bom,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Bom,0,Bom,Bom,Regular,0,Ótimo,Ótimo,Péssimo,Ruim,Ruim,Péssimo,Ruim,Ótimo,Bom,Pouco
De 56 a 65 anos,Docente/Pesquisador,Feminino,2002.0,0,0,0, LCB,0,0,De uma à três vezes na semana,Sim,Em partes,Não conheço,Não,Moderadamente,Muito,Extremamente,Extremamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",7.0,Carro,Péssimo,Péssimo,Regular,Ótimo,Regular,,Regular,0,"Conheço, mas nunca utilizei",Péssimo,Regular,Não sei opinar,,0,0,Não sei opinar,Ruim,Ruim,Péssimo,0,Não sei opinar,Regular,Não sei opinar,0,Regular,Ruim,Ótimo,Péssimo,Ruim,Não sei opinar,Ruim,Bom,Regular,Pouco
De 46 a 55 anos,Docente/Pesquisador,Masculino,2010.0,0,0,0, LCF,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Moderadamente,Moderadamente,Muito,Muito seguro(a),"Não, continuo me sentindo seguro(a)",1.0,Bicicleta,Bom,Regular,Bom,Regular,Bom,Bom,Bom,0,Não conheço,Bom,Bom,Bom,,0,0,Regular,Não sei opinar,Não sei opinar,Bom,0,Regular,Regular,Regular,0,Ótimo,Não sei opinar,Bom,Regular,Bom,Bom,Ruim,Ruim,Regular,Pouco
De 36 a 45 anos,Docente/Pesquisador,Feminino,2021.0,0,0,0, LCB,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Moderadamente,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",7.0,Carro,Péssimo,Regular,Ruim,Regular,Ruim,Péssimo,Péssimo,0,Não conheço,Bom,Ótimo,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Regular,0,Péssimo,Regular,Bom,0,Ruim,Bom,Ruim,Bom,Regular,Bom,Ruim,Bom,Não sei opinar,Bastante
De 56 a 65 anos,Docente/Pesquisador,Masculino,,0,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Não,Não,"Conheço, mas não participei",Não,Muito,Moderadamente,Muito,Moderadamente,Muito inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",12.0,Carro,Péssimo,Péssimo,Péssimo,Péssimo,Péssimo,Péssimo,Péssimo,0,Não conheço,Péssimo,Péssimo,Péssimo,,0,0,,,,Péssimo,0,Péssimo,Péssimo,Péssimo,0,Péssimo,Regular,Péssimo,Péssimo,Péssimo,Regular,Péssimo,Péssimo,Regular,Nenhum
De 56 a 65 anos,Docente/Pesquisador,Masculino,1984.0,0,0,0, LCF,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Regular,Bom,Regular,Regular,Ruim,Ruim,Regular,0,Conheço,Ótimo,Ótimo,Bom,,0,0,Não sei opinar,Bom,Bom,Regular,0,Regular,Regular,Bom,0,Ótimo,Bom,Bom,Ruim,Regular,Bom,Regular,Regular,Bom,Pouco
De 56 a 65 anos,Docente/Pesquisador,Masculino,1989.0,0,0,0, LZT,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Muito,Muito,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Carro,Ruim,Regular,Regular,Regular,Péssimo,Regular,Ruim,0,"Conheço, mas nunca utilizei",Bom,Ótimo,Regular,,0,0,Não sei opinar,Regular,Regular,Regular,0,Péssimo,Regular,Não sei opinar,0,Ótimo,Ótimo,Ruim,Ruim,Regular,Regular,Não sei opinar,Não sei opinar,Bom,Bastante
De 56 a 65 anos,Docente/Pesquisador,Masculino,1988.0,0,0,0, LEB,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Moderadamente,Muito,Muito,Muito inseguro(a),"Não, continuo me sentindo seguro(a)",19.0,Carro,Bom,Ruim,Bom,Regular,Bom,Ruim,Regular,0,Conheço,Regular,Ótimo,Não sei opinar,,0,0,Não sei opinar,Ruim,Ruim,Péssimo,0,Ruim,Ruim,Regular,0,Bom,Não sei opinar,Ruim,,Regular,Bom,Ruim,Ruim,Bom,Bastante
