Idade,Vínculo,Sexo,Ano_ingresso,Curso_grad,Programa_pós,Nível,Departamento,Setor,Origem_vist,Frequencia,Campus_agradavel,Impacto,Participação,Particip_fora,Interesse,Conhecimento,Compromisso,Transformador,Segurança,Alt_seg_noite,Distância,Modal_atecampus,S_Ilum,S_ag,S_equ,S_vias,S_cal,S_acess,S_sinal,S_ciclovias,Aplicativo,C_Acol,C_pert,C_Sau,C_atendaluno,C_PAPFE,C_moradia,C_cre,C_gen,C_etn,C_aces,C_Rucas,C_alim,C_conv,C_esp,C_estudo,C_int,C_infacd,C_orgtrans,C_qveic,C_visit,C_funcio,C_santi,C_mobl,C_aPSaude,Interesse_ativ
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2021.0,0,Economia Aplicada,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Muito,Muito,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Péssimo,Ruim,Ruim,Regular,Regular,Bom,Regular,Ruim,Não conheço,Ruim,Ruim,Ruim,Ruim,Regular,Regular,Regular,Ruim,Ruim,Regular,Regular,Ruim,Ruim,Regular,Ruim,Bom,Bom,Regular,Regular,Regular,0,Regular,Regular,Regular,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Entomologia,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, na minha escola",Muito,Muito,Moderadamente,Moderadamente,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Bicicleta,Regular,Ruim,Ruim,Bom,Ruim,Ruim,Péssimo,Regular,"Conheço, mas nunca utilizei",Regular,Regular,Ruim,Regular,Regular,Bom,Bom,Regular,Regular,Regular,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Bom,Não sei opinar,Ruim,Ruim,Bom,0,Ruim,Regular,Bom,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2014.0,0,Ciência e Tecnologia de Alimentos,Doutorado,0,0,0,De uma à três vezes na semana,Sim,Não,Conheço e já participei,Não,Muito,Muito,Extremamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Carro,Bom,Regular,Regular,Ótimo,Ótimo,Regular,Regular,Ótimo,Não conheço,Ótimo,Ótimo,Ótimo,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Ótimo,Bom,Ruim,Péssimo,Regular,Ótimo,Ótimo,Bom,Ótimo,Ótimo,Bom,Bom,0,Regular,Ótimo,Não sei opinar,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2024.0,0,Ecologia Aplicada,Mestrado,0,0,0,De uma à três vezes na semana,Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Extremamente,Extremamente,Extremamente,Moderadamente,Muito seguro(a),"Não, continuo me sentindo seguro(a)",1.0,Bicicleta,Regular,Ótimo,Ótimo,Bom,Bom,Não sei opinar,Bom,Ótimo,Não conheço,Ótimo,Ótimo,Não sei opinar,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Péssimo,Péssimo,Bom,Não sei opinar,Regular,Bom,Ótimo,Ótimo,Ótimo,Ótimo,Regular,Péssimo,Ótimo,0,Regular,Ótimo,Ótimo,Bastante
De 46 a 55 anos,Estudante de Pós Graduação,Masculino,2024.0,0,Solos e Nutrição de Plantas,Doutorado,0,0,0,De uma à três vezes na semana,Sim,Não,"Conheço, mas não participei","Sim, em outros lugares",Muito,Extremamente,Extremamente,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",115.0,Carro,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Regular,"Conheço, mas nunca utilizei",Bom,Bom,Bom,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Bom,Bom,Bom,Bom,Bom,Ótimo,Bom,Bom,Regular,Não sei opinar,0,Bom,Bom,Ótimo,Bastante
De 18 a 25 anos,Estudante de Pós Graduação,Feminino,2024.0,0,Estatística e Experimentação Agronômica,Mestrado,0,0,0,De uma à três vezes na semana,Sim,Não,Não conheço,"Sim, no meu bairro/comunidade",Pouco,Muito Pouco,Pouco,Muito Pouco,Seguro(a),Não frequento o Campus no período noturno,34.0,Ônibus,Bom,Bom,Não sei opinar,Regular,Ruim,Bom,Regular,Péssimo,Não conheço,Ruim,Ruim,Ruim,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Não sei opinar,Regular,Bom,Ruim,Bom,Bom,Bom,Regular,Não sei opinar,0,Bom,Não sei opinar,Não sei opinar,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2024.0,0,Estatística e Experimentação Agronômica,Mestrado,0,0,0,De uma à três vezes na semana,Sim,Em partes,"Conheço, mas não participei","Sim, em outros lugares",Muito,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",1.0,Bicicleta,Regular,Bom,Não sei opinar,Regular,Regular,Ruim,Regular,Péssimo,"Conheço, mas nunca utilizei",Bom,Bom,Não sei opinar,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,Ruim,Regular,Ruim,Regular,Regular,Regular,Bom,Regular,Bom,Regular,Ruim,Não sei opinar,0,Ruim,Ruim,Não sei opinar,Bastante
De 18 a 25 anos,Estudante de Pós Graduação,Outro,2023.0,0,Fitotecnia,Mestrado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Muito,Moderadamente,Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,Bicicleta,Bom,Bom,Regular,Regular,Regular,Péssimo,Regular,Ruim,"Conheço, mas nunca utilizei",Bom,Bom,Ruim,Regular,Bom,Bom,Não sei opinar,Bom,Regular,Ruim,Bom,Ruim,Regular,Bom,Ótimo,Bom,Ótimo,Regular,Regular,Bom,0,Péssimo,Bom,Regular,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2021.0,0,Ecologia Aplicada,Mestrado,0,0,0,Diariamente (de segunda a domingo),Sim,Em partes,Conheço e já participei,"Sim, no meu trabalho",Extremamente,Moderadamente,Extremamente,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,Moto,Ruim,Regular,Péssimo,Ruim,Regular,Bom,Péssimo,Não sei opinar,Conheço,Ótimo,Bom,Ruim,Ruim,Bom,Ruim,Não sei opinar,Ruim,Ruim,Bom,Ótimo,Não sei opinar,Ruim,Não sei opinar,Ruim,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,0,Ruim,Ruim,Ruim,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2022.0,0,Recursos Florestais,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Extremamente,Muito,Moderadamente,Muito Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,Bicicleta,Regular,Bom,Ruim,Regular,Ruim,Péssimo,Regular,Péssimo,"Conheço, mas nunca utilizei",Bom,Ótimo,Bom,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Bom,Ruim,Regular,Regular,Bom,Ótimo,Ótimo,Bom,Regular,Regular,Ruim,Ruim,0,Ótimo,Ótimo,Bom,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2022.0,0,Recursos Florestais,Doutorado,0,0,0,De uma à três vezes na semana,Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Regular,Bom,Regular,Ótimo,Bom,Ruim,Regular,Regular,Não conheço,Ruim,Ruim,Ruim,Ruim,Bom,Bom,Não sei opinar,Regular,Bom,Bom,Ruim,Regular,Regular,Não sei opinar,Regular,Ruim,Regular,Regular,Péssimo,Regular,0,Regular,Regular,Regular,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2022.0,0,Solos e Nutrição de Plantas,Mestrado,0,0,0,Diariamente (de segunda a domingo),Sim,Sim,"Conheço, mas não participei","Sim, no meu bairro/comunidade",Muito,Muito,Muito,Muito,Muito inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,A pé,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Não conheço,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,0,Bom,Bom,Bom,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2021.0,0,Ecologia Aplicada,Mestrado,0,0,0,De uma à três vezes na semana,Sim,Não,Conheço e já participei,"Sim, na minha escola",Extremamente,Extremamente,Muito,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,A pé,Regular,Regular,Não sei opinar,Bom,Regular,Ruim,Ruim,Ruim,"Conheço, mas nunca utilizei",Não sei opinar,Bom,Ruim,Regular,Bom,Não sei opinar,Não sei opinar,Ruim,Ruim,Ruim,Bom,Ruim,Ruim,Não sei opinar,Bom,Bom,Bom,Regular,Regular,Bom,0,Péssimo,Bom,Ruim,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2021.0,0,Fisiologia e Bioquímica de Plantas,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, no meu bairro/comunidade",Extremamente,Extremamente,Extremamente,Extremamente,Muito inseguro(a),"Não, continuo me sentindo seguro(a)",2.0,Carro,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Regular,"Conheço, mas nunca utilizei",Regular,Bom,Ruim,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,Péssimo,Péssimo,Regular,Ruim,Regular,Bom,Bom,Bom,Bom,0,Regular,Regular,Regular,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2022.0,0,Estatística e Experimentação Agronômica,Mestrado,0,0,0,Apenas em dias úteis (de segunda a sexta),Não,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Indiferente,Não frequento o Campus no período noturno,100.0,Carro,Regular,Regular,Regular,Ruim,Ruim,Ruim,Regular,Regular,Conheço,Bom,Bom,Regular,Regular,Bom,Regular,Bom,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Ruim,Bom,Regular,Regular,Regular,0,Péssimo,Ruim,Regular,Nenhum
De 36 a 45 anos,Estudante de Pós Graduação,Masculino,2022.0,0,Estatística e Experimentação Agronômica,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Sim,"Conheço, mas não participei","Sim, no meu bairro/comunidade",Extremamente,Extremamente,Muito,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",10.0,A pé,Bom,Bom,Regular,Bom,Bom,Regular,Bom,Regular,"Conheço, mas nunca utilizei",Ótimo,Bom,Regular,Regular,Ótimo,Não sei opinar,Não sei opinar,Regular,Bom,Bom,Regular,Péssimo,Regular,Bom,Ótimo,Regular,Bom,Bom,Regular,Bom,0,Regular,Regular,Ótimo,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2020.0,0,Estatística e Experimentação Agronômica,Doutorado,0,0,0,De uma à três vezes na semana,Sim,Sim,Não conheço,"Sim, na instituição religiosa",Muito,Moderadamente,Muito,Pouco,Muito seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",40.0,Carro,Ruim,Não sei opinar,Não sei opinar,Regular,Regular,Péssimo,Regular,Não sei opinar,"Conheço, mas nunca utilizei",Regular,Bom,Não sei opinar,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Bom,Bom,Bom,Não sei opinar,Bom,Bom,Bom,Bom,Bom,Bom,0,Bom,Regular,Não sei opinar,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2021.0,0,Economia Aplicada,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Muito,Muito,Muito,Muito inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Ruim,Regular,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,Não conheço,Ruim,Ruim,Ruim,Ruim,Ruim,Regular,Regular,Péssimo,Péssimo,Péssimo,Ruim,Péssimo,Ruim,Ruim,Péssimo,Ruim,Ruim,Ruim,Regular,Regular,0,Péssimo,Péssimo,Ruim,Bastante
De 36 a 45 anos,Estudante de Pós Graduação,Feminino,2022.0,0,Ecologia Aplicada,Doutorado,0,0,0,De uma à três vezes na semana,Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Seguro(a),Não frequento o Campus no período noturno,75.0,Carro,Regular,Bom,Não sei opinar,Regular,Regular,Regular,Regular,Ótimo,Não conheço,Bom,Bom,Bom,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Não sei opinar,Não sei opinar,Regular,Não sei opinar,Não sei opinar,Ótimo,Ótimo,Bom,Bom,Ótimo,0,Não sei opinar,Não sei opinar,Não sei opinar,Não sei responder
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2023.0,0,CENA,Mestrado,0,0,0,Diariamente (de segunda a domingo),Sim,Em partes,Conheço e já participei,Não,Muito,Moderadamente,Moderadamente,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",10.0,Carro,Regular,Bom,Bom,Bom,Ruim,Não sei opinar,Ótimo,Não sei opinar,Não conheço,Ótimo,Regular,Não sei opinar,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Regular,Regular,Regular,Regular,Regular,Bom,Bom,Regular,Bom,Bom,Regular,Bom,0,Bom,Bom,Ótimo,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2022.0,0,Recursos Florestais,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Muito,Muito,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,A pé,Ruim,Regular,Regular,Bom,Bom,Não sei opinar,Ótimo,Ótimo,"Conheço, mas nunca utilizei",Regular,Regular,Regular,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Ruim,Regular,Bom,Bom,Regular,Ótimo,Bom,Ótimo,Ótimo,Bom,Bom,Não sei opinar,0,Bom,Bom,Não sei opinar,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2022.0,0,Ciência e Tecnologia de Alimentos,Doutorado,0,0,0,De uma à três vezes na semana,Sim,Em partes,"Conheço, mas não participei",Não,Moderadamente,Pouco,Moderadamente,Pouco,Seguro(a),Não frequento o Campus no período noturno,4.0,Carro,Regular,Bom,Bom,Bom,Bom,Regular,Regular,Bom,Conheço,Ótimo,Ótimo,Bom,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Bom,Bom,Ruim,Péssimo,Ruim,Ótimo,Bom,Ótimo,Ótimo,Ótimo,Regular,Não sei opinar,0,Ruim,Regular,Não sei opinar,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2021.0,0,Engenharia de Sistemas Agrícolas,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, na minha escola",Moderadamente,Moderadamente,Moderadamente,Moderadamente,Muito seguro(a),"Não, continuo me sentindo seguro(a)",2.0,A pé,Ótimo,Bom,Bom,Bom,Regular,Regular,Bom,Regular,Conheço,Ótimo,Bom,Bom,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Regular,Bom,Ótimo,Bom,Bom,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Bom,Ótimo,0,Regular,Bom,Ótimo,Bastante
De 18 a 25 anos,Estudante de Pós Graduação,Feminino,2024.0,0,Recursos Florestais,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,"Sim, no meu trabalho",Muito,Muito,Muito,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,A pé,Regular,Regular,Regular,Bom,Ótimo,Bom,Bom,Bom,Conheço,Ótimo,Ótimo,Regular,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Regular,Bom,Bom,Ruim,Ruim,Bom,Bom,Bom,Ótimo,Bom,Regular,Regular,0,Não sei opinar,Regular,Regular,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2021.0,0,Engenharia de Sistemas Agrícolas,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,A pé e ônibus,Ruim,Regular,Regular,Regular,Ruim,Regular,Bom,Bom,"Conheço, mas nunca utilizei",Ruim,Ruim,Não sei opinar,Regular,Bom,Regular,Não sei opinar,Não sei opinar,Regular,Regular,Bom,Péssimo,Péssimo,Bom,Regular,Regular,Bom,Regular,Não sei opinar,Regular,0,Péssimo,Não sei opinar,Regular,Pouco
De 18 a 25 anos,Estudante de Pós Graduação,Masculino,2023.0,0,Recursos Florestais,Mestrado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,"Sim, no meu bairro/comunidade",Extremamente,Muito,Moderadamente,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,Bicicleta,Bom,Ótimo,Bom,Regular,Ruim,Bom,Bom,Ruim,Não conheço,Bom,Regular,Regular,Bom,Bom,Ruim,Não sei opinar,Bom,Regular,Regular,Ótimo,Bom,Ruim,Ótimo,Bom,Ótimo,Bom,Bom,Regular,Regular,0,Regular,Ruim,Ótimo,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2022.0,0,Recursos Florestais,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Moderadamente,Extremamente,Muito,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Ruim,Regular,Regular,Bom,Bom,Regular,Péssimo,Péssimo,Conheço,Regular,Regular,Péssimo,Ruim,Regular,Péssimo,Não sei opinar,Péssimo,Péssimo,Regular,Ruim,Ruim,Bom,Ruim,Bom,Regular,Regular,Regular,Regular,Regular,0,Péssimo,Péssimo,Regular,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2023.0,0,Entomologia,Mestrado,0,0,0,Diariamente (de segunda a domingo),Sim,Em partes,Conheço e já participei,"Sim, no meu trabalho",Pouco,Pouco,Pouco,Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,A pé ou de carro,Ruim,Ruim,Ruim,Regular,Regular,Péssimo,Péssimo,Ruim,Conheço,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Ruim,Ruim,Ruim,Ruim,Regular,Regular,Regular,Regular,Ruim,Ruim,Regular,0,Ruim,Regular,Regular,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2023.0,0,Genética e Melhoramento de Plantas,Mestrado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Não conheço,"Sim, no meu bairro/comunidade",Extremamente,Extremamente,Muito,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Bicicleta,Bom,Bom,Regular,Péssimo,Péssimo,Não sei opinar,Ruim,Péssimo,"Conheço, mas nunca utilizei",Ruim,Ruim,Péssimo,Péssimo,Não sei opinar,Não sei opinar,Péssimo,Péssimo,Péssimo,Péssimo,Bom,Péssimo,Péssimo,Bom,Péssimo,Bom,Bom,Péssimo,Não sei opinar,Não sei opinar,0,Bom,Péssimo,Ruim,Bastante
